student_id,grade_level,ses_band,baseline_score,baseline_engagement,treatment,week,post_period,weekly_active_days,assignments_completed,engagement_index,assessment_score
17,9,low,94.73015803923475,5.1788058825383185,True,3,False,5,5,5.0,93.94323099226456
17,9,low,94.73015803923475,5.1788058825383185,True,4,False,6,3,4.5,97.47651807118628
17,9,low,94.73015803923475,5.1788058825383185,True,5,False,4,4,4.0,91.84869642471419
17,9,low,94.73015803923475,5.1788058825383185,True,6,False,5,4,4.5,93.45010657661986
17,9,low,94.73015803923475,5.1788058825383185,True,7,True,2,1,1.5,97.13353616460894
17,9,low,94.73015803923475,5.1788058825383185,True,8,True,2,2,2.0,87.81300862886837
17,9,low,94.73015803923475,5.1788058825383185,True,9,True,2,2,2.0,100.0
17,9,low,94.73015803923475,5.1788058825383185,True,10,True,7,5,6.0,94.75982681972341
17,9,low,94.73015803923475,5.1788058825383185,True,11,True,7,5,6.0,89.60603800266907
17,9,low,94.73015803923475,5.1788058825383185,True,12,True,4,3,3.5,99.80537720698902
18,6,mid,77.45639203700658,2.9142727703072353,False,1,False,4,3,3.5,78.88153888157325
18,6,mid,77.45639203700658,2.9142727703072353,False,2,False,2,1,1.5,75.75437339869511
18,6,mid,77.45639203700658,2.9142727703072353,False,3,False,4,3,3.5,76.07340963755325
18,6,mid,77.45639203700658,2.9142727703072353,False,4,False,2,0,1.0,83.69206989744195
18,6,mid,77.45639203700658,2.9142727703072353,False,5,False,1,1,1.0,76.75295413871171
18,6,mid,77.45639203700658,2.9142727703072353,False,6,False,4,3,3.5,84.60120760285307
18,6,mid,77.45639203700658,2.9142727703072353,False,7,True,1,0,0.5,77.23179814581414
18,6,mid,77.45639203700658,2.9142727703072353,False,8,True,2,3,2.5,82.31421070093755
18,6,mid,77.45639203700658,2.9142727703072353,False,9,True,1,0,0.5,81.18013722626017
18,6,mid,77.45639203700658,2.9142727703072353,False,10,True,2,3,2.5,84.75744918475426
18,6,mid,77.45639203700658,2.9142727703072353,False,11,True,0,0,0.0,78.532157791896
18,6,mid,77.45639203700658,2.9142727703072353,False,12,True,3,4,3.5,81.53445513493257
19,11,low,80.8799376697177,3.7716826354227573,False,1,False,3,1,2.0,81.07008865786023
19,11,low,80.8799376697177,3.7716826354227573,False,2,False,3,1,2.0,76.75225355057474
19,11,low,80.8799376697177,3.7716826354227573,False,3,False,5,4,4.5,80.72409649760382
19,11,low,80.8799376697177,3.7716826354227573,False,4,False,3,3,3.0,81.40040250910567
19,11,low,80.8799376697177,3.7716826354227573,False,5,False,5,4,4.5,80.93592590898987
19,11,low,80.8799376697177,3.7716826354227573,False,6,False,4,3,3.5,85.10607939622224
19,11,low,80.8799376697177,3.7716826354227573,False,8,True,1,2,1.5,82.98502702097613
19,11,low,80.8799376697177,3.7716826354227573,False,9,True,4,2,3.0,83.45130087107746
19,11,low,80.8799376697177,3.7716826354227573,False,10,True,4,3,3.5,84.75873246977453
19,11,low,80.8799376697177,3.7716826354227573,False,11,True,5,4,4.5,78.5067745744417
19,11,low,80.8799376697177,3.7716826354227573,False,12,True,2,0,1.0,84.08394170182649
20,9,mid,87.16427481477082,3.6410812873963136,False,1,False,5,5,5.0,86.23454163430983
20,9,mid,87.16427481477082,3.6410812873963136,False,2,False,4,5,4.5,88.1659755592393
20,9,mid,87.16427481477082,3.6410812873963136,False,3,False,3,1,2.0,84.7122270273794
20,9,mid,87.16427481477082,3.6410812873963136,False,4,False,5,4,4.5,94.15172850767141
20,9,mid,87.16427481477082,3.6410812873963136,False,5,False,2,3,2.5,86.77079212290506
20,9,mid,87.16427481477082,3.6410812873963136,False,6,False,5,3,4.0,88.58831310239081
20,9,mid,87.16427481477082,3.6410812873963136,False,7,True,2,1,1.5,89.86657149374459
20,9,mid,87.16427481477082,3.6410812873963136,False,8,True,1,1,1.0,77.20327476549315
20,9,mid,87.16427481477082,3.6410812873963136,False,9,True,7,3,5.0,87.83618606650748
20,9,mid,87.16427481477082,3.6410812873963136,False,10,True,2,1,1.5,88.97321439910985
20,9,mid,87.16427481477082,3.6410812873963136,False,11,True,4,3,3.5,86.24603463671684
20,9,mid,87.16427481477082,3.6410812873963136,False,12,True,3,4,3.5,92.82755308292658
21,9,low,72.48871076766457,3.091908604129879,False,1,False,4,5,4.5,71.93436547458778
21,9,low,72.48871076766457,3.091908604129879,False,3,False,5,3,4.0,75.38990355203818
21,9,low,72.48871076766457,3.091908604129879,False,5,False,1,0,0.5,79.92357022145059
21,9,low,72.48871076766457,3.091908604129879,False,6,False,1,3,2.0,72.49876982027803
21,9,low,72.48871076766457,3.091908604129879,False,8,True,2,3,2.5,71.98619777176532
21,9,low,72.48871076766457,3.091908604129879,False,9,True,5,3,4.0,79.7242342407561
21,9,low,72.48871076766457,3.091908604129879,False,10,True,5,5,5.0,72.46611404764379
21,9,low,72.48871076766457,3.091908604129879,False,11,True,2,1,1.5,77.38016876009442
22,8,low,85.7025087361187,4.944439896110019,False,1,False,4,5,4.5,88.74640006958076
22,8,low,85.7025087361187,4.944439896110019,False,2,False,7,5,6.0,82.28457806127216
22,8,low,85.7025087361187,4.944439896110019,False,3,False,4,3,3.5,81.396214624316
22,8,low,85.7025087361187,4.944439896110019,False,5,False,5,3,4.0,88.0905686535389
22,8,low,85.7025087361187,4.944439896110019,False,6,False,4,3,3.5,78.74841490801369
22,8,low,85.7025087361187,4.944439896110019,False,7,True,3,3,3.0,85.04903682575738
22,8,low,85.7025087361187,4.944439896110019,False,8,True,2,3,2.5,87.37100985004116
22,8,low,85.7025087361187,4.944439896110019,False,9,True,5,5,5.0,88.80490079705397
22,8,low,85.7025087361187,4.944439896110019,False,11,True,5,4,4.5,84.21043291572724
22,8,low,85.7025087361187,4.944439896110019,False,12,True,5,3,4.0,85.52641370403141
23,7,mid,77.92401132390403,3.573311038720557,False,1,False,5,5,5.0,80.87245212032873
23,7,mid,77.92401132390403,3.573311038720557,False,2,False,4,3,3.5,76.8075782852859
23,7,mid,77.92401132390403,3.573311038720557,False,3,False,5,4,4.5,76.23947504892844
23,7,mid,77.92401132390403,3.573311038720557,False,4,False,5,3,4.0,79.79621740796458
23,7,mid,77.92401132390403,3.573311038720557,False,5,False,4,4,4.0,77.1285785552675
23,7,mid,77.92401132390403,3.573311038720557,False,6,False,2,1,1.5,75.82409655995872
23,7,mid,77.92401132390403,3.573311038720557,False,7,True,4,3,3.5,76.37790853619666
23,7,mid,77.92401132390403,3.573311038720557,False,8,True,2,3,2.5,76.6343251511727
23,7,mid,77.92401132390403,3.573311038720557,False,9,True,3,2,2.5,78.36262925921402
23,7,mid,77.92401132390403,3.573311038720557,False,10,True,4,5,4.5,70.31520920453845
23,7,mid,77.92401132390403,3.573311038720557,False,11,True,3,1,2.0,79.7907871767501
23,7,mid,77.92401132390403,3.573311038720557,False,12,True,3,2,2.5,72.3708734530044
24,12,high,71.43987359311572,3.471971343644437,True,1,False,7,5,6.0,69.96244451821201
24,12,high,71.43987359311572,3.471971343644437,True,2,False,1,0,0.5,69.09848462769483
24,12,high,71.43987359311572,3.471971343644437,True,3,False,1,0,0.5,76.58999449993046
24,12,high,71.43987359311572,3.471971343644437,True,4,False,4,1,2.5,72.641614125822
24,12,high,71.43987359311572,3.471971343644437,True,5,False,1,1,1.0,73.93737706201838
24,12,high,71.43987359311572,3.471971343644437,True,8,True,4,3,3.5,71.82735697269523
24,12,high,71.43987359311572,3.471971343644437,True,9,True,5,4,4.5,65.79434937955023
24,12,high,71.43987359311572,3.471971343644437,True,10,True,2,1,1.5,75.06165447261783
24,12,high,71.43987359311572,3.471971343644437,True,11,True,1,2,1.5,72.40559577182916
24,12,high,71.43987359311572,3.471971343644437,True,12,True,6,4,5.0,76.45862751311218
25,11,high,73.50341034451468,3.6003525706154003,False,1,False,3,3,3.0,74.97723049731248
25,11,high,73.50341034451468,3.6003525706154003,False,2,False,3,1,2.0,77.46684797242747
25,11,high,73.50341034451468,3.6003525706154003,False,3,False,3,1,2.0,77.63435465047084
25,11,high,73.50341034451468,3.6003525706154003,False,4,False,4,4,4.0,75.22245550168434
25,11,high,73.50341034451468,3.6003525706154003,False,5,False,3,4,3.5,67.74575914477765
25,11,high,73.50341034451468,3.6003525706154003,False,6,False,3,3,3.0,76.20678233601097
25,11,high,73.50341034451468,3.6003525706154003,False,7,True,2,1,1.5,79.08966652917034
25,11,high,73.50341034451468,3.6003525706154003,False,8,True,2,2,2.0,69.89546616874027
25,11,high,73.50341034451468,3.6003525706154003,False,9,True,2,1,1.5,68.86113189606897
25,11,high,73.50341034451468,3.6003525706154003,False,10,True,3,2,2.5,75.743708224333
25,11,high,73.50341034451468,3.6003525706154003,False,11,True,3,3,3.0,74.46365050929671
25,11,high,73.50341034451468,3.6003525706154003,False,12,True,1,0,0.5,75.67725276538873
26,10,high,51.785830366321754,2.9322581882489294,True,1,False,3,1,2.0,52.42174969018379
26,10,high,51.785830366321754,2.9322581882489294,True,2,False,4,2,3.0,51.09268363827443
26,10,high,51.785830366321754,2.9322581882489294,True,3,False,6,4,5.0,50.231961643453445
26,10,high,51.785830366321754,2.9322581882489294,True,4,False,1,1,1.0,59.07089698199252
26,10,high,51.785830366321754,2.9322581882489294,True,5,False,2,1,1.5,53.93557207537513
26,10,high,51.785830366321754,2.9322581882489294,True,6,False,3,5,4.0,49.86959622122729
26,10,high,51.785830366321754,2.9322581882489294,True,7,True,3,2,2.5,59.513491801934215
26,10,high,51.785830366321754,2.9322581882489294,True,8,True,4,2,3.0,56.31757349471378
26,10,high,51.785830366321754,2.9322581882489294,True,9,True,4,3,3.5,60.77924277926727
26,10,high,51.785830366321754,2.9322581882489294,True,10,True,2,4,3.0,53.24538126899299
26,10,high,51.785830366321754,2.9322581882489294,True,11,True,3,4,3.5,47.63676537870798
26,10,high,51.785830366321754,2.9322581882489294,True,12,True,5,4,4.5,65.20808346713586
27,8,mid,72.9211926044615,2.8883331594641857,False,1,False,2,1,1.5,67.32332973477361
27,8,mid,72.9211926044615,2.8883331594641857,False,2,False,6,5,5.5,69.13847391969573
27,8,mid,72.9211926044615,2.8883331594641857,False,3,False,2,2,2.0,73.61511953808173
27,8,mid,72.9211926044615,2.8883331594641857,False,4,False,3,5,4.0,75.16088449194142
27,8,mid,72.9211926044615,2.8883331594641857,False,5,False,2,4,3.0,65.87410175355551
27,8,mid,72.9211926044615,2.8883331594641857,False,6,False,2,1,1.5,83.96780217898171
27,8,mid,72.9211926044615,2.8883331594641857,False,7,True,3,2,2.5,65.34537848216124
27,8,mid,72.9211926044615,2.8883331594641857,False,8,True,4,4,4.0,70.40352487557314
27,8,mid,72.9211926044615,2.8883331594641857,False,9,True,3,4,3.5,72.90979307796907
27,8,mid,72.9211926044615,2.8883331594641857,False,10,True,3,2,2.5,79.31001359087536
27,8,mid,72.9211926044615,2.8883331594641857,False,11,True,0,0,0.0,76.38206637444881
27,8,mid,72.9211926044615,2.8883331594641857,False,12,True,1,2,1.5,76.08956580284624
28,11,mid,54.56252479553704,2.6918036329948607,True,1,False,5,3,4.0,62.141663689135065
28,11,mid,54.56252479553704,2.6918036329948607,True,2,False,2,1,1.5,58.63436286596393
28,11,mid,54.56252479553704,2.6918036329948607,True,3,False,0,0,0.0,52.49600766917441
28,11,mid,54.56252479553704,2.6918036329948607,True,4,False,5,5,5.0,57.752618364309676
28,11,mid,54.56252479553704,2.6918036329948607,True,5,False,0,0,0.0,52.02292085989863
